hr-bbe5a.nfo	-	43404	1	0	0	0
hr-bbe5a.r00	-	50000000	1	43404	0	1
hr-bbe5a.r01	-	50000000	1	50043404	0	49
hr-bbe5a.r02	-	50000000	1	100043404	0	97
hr-bbe5a.r03	-	50000000	1	150043404	0	145
hr-bbe5a.r04	-	50000000	1	200043404	0	193
hr-bbe5a.r05	-	50000000	1	250043404	0	241
hr-bbe5a.r06	-	50000000	1	300043404	0	289
hr-bbe5a.r07	-	50000000	1	350043404	0	337
hr-bbe5a.r08	-	50000000	1	400043404	0	385
hr-bbe5a.r09	-	50000000	1	450043404	0	433
hr-bbe5a.r10	-	50000000	1	500043404	0	481
hr-bbe5a.r11	-	50000000	1	12251264	1	12
hr-bbe5a.r12	-	50000000	1	62251264	1	60
hr-bbe5a.r13	-	50000000	1	112251264	1	108
hr-bbe5a.r14	-	50000000	1	162251264	1	156
hr-bbe5a.r15	-	50000000	1	212251264	1	204
hr-bbe5a.r16	-	50000000	1	262251264	1	252
hr-bbe5a.r17	-	10941550	1	312251264	1	300
hr-bbe5a.rar	-	50000000	1	323192814	1	311
hr-bbe5a.sfv	-	437	1	373192814	1	359
Proof	d	0	1	373193251	1	360
Proof/hr-bbe5a.jpg	-	768109	1	373193251	1	360
