hr-awyda.nfo	-	11258	1	0	0	0
hr-awyda.r00	-	100000000	1	11258	0	1
hr-awyda.r01	-	100000000	1	100011258	0	97
hr-awyda.r02	-	100000000	1	200011258	0	193
hr-awyda.r03	-	100000000	1	300011258	0	289
hr-awyda.r04	-	100000000	1	400011258	0	385
hr-awyda.r05	-	100000000	1	500011258	0	481
hr-awyda.r06	-	100000000	1	62251264	1	60
hr-awyda.r07	-	100000000	1	162251264	1	156
hr-awyda.r08	-	100000000	1	262251264	1	252
hr-awyda.r09	-	100000000	1	362251264	1	348
hr-awyda.r10	-	100000000	1	462251264	1	444
hr-awyda.r11	-	100000000	1	24502528	2	24
hr-awyda.r12	-	100000000	1	124502528	2	120
hr-awyda.r13	-	100000000	1	224502528	2	216
hr-awyda.r14	-	100000000	1	324502528	2	312
hr-awyda.r15	-	100000000	1	424502528	2	408
hr-awyda.r16	-	100000000	1	524502528	2	504
hr-awyda.r17	-	100000000	1	87417088	3	84
hr-awyda.r18	-	100000000	1	187417088	3	180
hr-awyda.r19	-	100000000	1	287417088	3	276
hr-awyda.r20	-	100000000	1	387417088	3	372
hr-awyda.r21	-	100000000	1	487417088	3	468
hr-awyda.r22	-	100000000	1	49668352	4	48
hr-awyda.r23	-	100000000	1	149668352	4	144
hr-awyda.r24	-	100000000	1	249668352	4	240
hr-awyda.r25	-	100000000	1	349668352	4	336
hr-awyda.r26	-	100000000	1	449668352	4	432
hr-awyda.r27	-	100000000	1	11919616	5	12
hr-awyda.r28	-	100000000	1	111919616	5	108
hr-awyda.r29	-	100000000	1	211919616	5	204
hr-awyda.r30	-	100000000	1	311919616	5	300
hr-awyda.r31	-	100000000	1	411919616	5	396
hr-awyda.r32	-	100000000	1	511919616	5	492
hr-awyda.r33	-	100000000	1	74834176	6	72
hr-awyda.r34	-	100000000	1	174834176	6	168
hr-awyda.r35	-	100000000	1	274834176	6	264
hr-awyda.r36	-	100000000	1	374834176	6	360
hr-awyda.r37	-	100000000	1	474834176	6	456
hr-awyda.r38	-	100000000	1	37085440	7	36
hr-awyda.r39	-	100000000	1	137085440	7	132
hr-awyda.r40	-	100000000	1	237085440	7	228
hr-awyda.r41	-	100000000	1	337085440	7	324
hr-awyda.r42	-	100000000	1	437085440	7	420
hr-awyda.r43	-	100000000	1	0	8	0
hr-awyda.r44	-	100000000	1	100000000	8	96
hr-awyda.r45	-	100000000	1	200000000	8	192
hr-awyda.r46	-	100000000	1	300000000	8	288
hr-awyda.r47	-	100000000	1	400000000	8	384
hr-awyda.r48	-	100000000	1	500000000	8	480
hr-awyda.r49	-	100000000	1	62251264	9	60
hr-awyda.r50	-	100000000	1	162251264	9	156
hr-awyda.r51	-	100000000	1	262251264	9	252
hr-awyda.r52	-	100000000	1	362251264	9	348
hr-awyda.r53	-	100000000	1	462251264	9	444
hr-awyda.r54	-	100000000	1	24502528	10	24
hr-awyda.r55	-	100000000	1	124502528	10	120
hr-awyda.r56	-	100000000	1	224502528	10	216
hr-awyda.r57	-	100000000	1	324502528	10	312
hr-awyda.r58	-	100000000	1	424502528	10	408
hr-awyda.r59	-	100000000	1	524502528	10	504
hr-awyda.r60	-	100000000	1	87417088	11	84
hr-awyda.r61	-	100000000	1	187417088	11	180
hr-awyda.r62	-	100000000	1	287417088	11	276
hr-awyda.r63	-	100000000	1	387417088	11	372
hr-awyda.r64	-	79956353	1	487417088	11	468
hr-awyda.rar	-	100000000	1	29624705	12	29
hr-awyda.sfv	-	1518	1	129624705	12	125
Proof	d	0	1	129626223	12	126
Proof/hr-awyda.jpg	-	140768	1	129626223	12	126
