l-tao00d.nfo	-	1074	1	0	0	0
l-tao00d.r00	-	100000000	1	1074	0	1
l-tao00d.r01	-	100000000	1	100001074	0	97
l-tao00d.r02	-	100000000	1	200001074	0	193
l-tao00d.r03	-	100000000	1	300001074	0	289
l-tao00d.r04	-	100000000	1	400001074	0	385
l-tao00d.r05	-	100000000	1	500001074	0	481
l-tao00d.r06	-	100000000	1	62251264	1	60
l-tao00d.r07	-	100000000	1	162251264	1	156
l-tao00d.r08	-	100000000	1	262251264	1	252
l-tao00d.r09	-	100000000	1	362251264	1	348
l-tao00d.r10	-	100000000	1	462251264	1	444
l-tao00d.r11	-	100000000	1	24502528	2	24
l-tao00d.r12	-	100000000	1	124502528	2	120
l-tao00d.r13	-	100000000	1	224502528	2	216
l-tao00d.r14	-	100000000	1	324502528	2	312
l-tao00d.r15	-	100000000	1	424502528	2	408
l-tao00d.r16	-	100000000	1	524502528	2	504
l-tao00d.r17	-	75682829	1	87417088	3	84
l-tao00d.rar	-	100000000	1	163099917	3	157
l-tao00d.sfv	-	437	1	263099917	3	253
