hr-aw8wc.nfo	-	11420	1	0	0	0
hr-aw8wc.r00	-	50000000	1	11420	0	1
hr-aw8wc.r01	-	50000000	1	50011420	0	49
hr-aw8wc.r02	-	50000000	1	100011420	0	97
hr-aw8wc.r03	-	50000000	1	150011420	0	145
hr-aw8wc.r04	-	50000000	1	200011420	0	193
hr-aw8wc.r05	-	50000000	1	250011420	0	241
hr-aw8wc.r06	-	50000000	1	300011420	0	289
hr-aw8wc.r07	-	50000000	1	350011420	0	337
hr-aw8wc.r08	-	50000000	1	400011420	0	385
hr-aw8wc.r09	-	50000000	1	450011420	0	433
hr-aw8wc.r10	-	50000000	1	500011420	0	481
hr-aw8wc.r11	-	50000000	1	12251264	1	12
hr-aw8wc.r12	-	50000000	1	62251264	1	60
hr-aw8wc.r13	-	50000000	1	112251264	1	108
hr-aw8wc.r14	-	50000000	1	162251264	1	156
hr-aw8wc.r15	-	50000000	1	212251264	1	204
hr-aw8wc.r16	-	50000000	1	262251264	1	252
hr-aw8wc.r17	-	19954046	1	312251264	1	300
hr-aw8wc.rar	-	50000000	1	332205310	1	320
hr-aw8wc.sfv	-	437	1	382205310	1	368
Proof	d	0	1	382205747	1	369
Proof/hr-aw8wc.jpg	-	128955	1	382205747	1	369
