lfc-tabs.nfo	-	5419	1	0	0	0
lfc-tabs.r00	-	100000000	1	5419	0	1
lfc-tabs.r01	-	100000000	1	100005419	0	97
lfc-tabs.r02	-	100000000	1	200005419	0	193
lfc-tabs.r03	-	100000000	1	300005419	0	289
lfc-tabs.r04	-	100000000	1	400005419	0	385
lfc-tabs.r05	-	100000000	1	500005419	0	481
lfc-tabs.r06	-	100000000	1	62251264	1	60
lfc-tabs.r07	-	100000000	1	162251264	1	156
lfc-tabs.r08	-	100000000	1	262251264	1	252
lfc-tabs.r09	-	100000000	1	362251264	1	348
lfc-tabs.r10	-	100000000	1	462251264	1	444
lfc-tabs.r11	-	100000000	1	24502528	2	24
lfc-tabs.r12	-	100000000	1	124502528	2	120
lfc-tabs.r13	-	100000000	1	224502528	2	216
lfc-tabs.r14	-	100000000	1	324502528	2	312
lfc-tabs.r15	-	100000000	1	424502528	2	408
lfc-tabs.r16	-	100000000	1	524502528	2	504
lfc-tabs.r17	-	100000000	1	87417088	3	84
lfc-tabs.r18	-	100000000	1	187417088	3	180
lfc-tabs.r19	-	100000000	1	287417088	3	276
lfc-tabs.r20	-	100000000	1	387417088	3	372
lfc-tabs.r21	-	100000000	1	487417088	3	468
lfc-tabs.r22	-	100000000	1	49668352	4	48
lfc-tabs.r23	-	100000000	1	149668352	4	144
lfc-tabs.r24	-	100000000	1	249668352	4	240
lfc-tabs.r25	-	100000000	1	349668352	4	336
lfc-tabs.r26	-	100000000	1	449668352	4	432
lfc-tabs.r27	-	100000000	1	11919616	5	12
lfc-tabs.r28	-	100000000	1	111919616	5	108
lfc-tabs.r29	-	100000000	1	211919616	5	204
lfc-tabs.r30	-	100000000	1	311919616	5	300
lfc-tabs.r31	-	100000000	1	411919616	5	396
lfc-tabs.r32	-	100000000	1	511919616	5	492
lfc-tabs.r33	-	100000000	1	74834176	6	72
lfc-tabs.r34	-	100000000	1	174834176	6	168
lfc-tabs.r35	-	100000000	1	274834176	6	264
lfc-tabs.r36	-	100000000	1	374834176	6	360
lfc-tabs.r37	-	100000000	1	474834176	6	456
lfc-tabs.r38	-	100000000	1	37085440	7	36
lfc-tabs.r39	-	100000000	1	137085440	7	132
lfc-tabs.r40	-	100000000	1	237085440	7	228
lfc-tabs.r41	-	100000000	1	337085440	7	324
lfc-tabs.r42	-	100000000	1	437085440	7	420
lfc-tabs.r43	-	59338660	1	0	8	0
lfc-tabs.rar	-	100000000	1	59338660	8	57
lfc-tabs.sfv	-	1035	1	159338660	8	153
