hr-aq78b.nfo	-	20150	1	0	0	0
hr-aq78b.r00	-	150000000	1	20150	0	1
hr-aq78b.r01	-	150000000	1	150020150	0	145
hr-aq78b.r02	-	150000000	1	300020150	0	289
hr-aq78b.r03	-	150000000	1	450020150	0	433
hr-aq78b.r04	-	150000000	1	62968192	1	61
hr-aq78b.r05	-	150000000	1	212968192	1	205
hr-aq78b.r06	-	150000000	1	362968192	1	349
hr-aq78b.r07	-	150000000	1	512968192	1	493
hr-aq78b.r08	-	150000000	1	125882752	2	121
hr-aq78b.r09	-	150000000	1	275882752	2	265
hr-aq78b.r10	-	150000000	1	425882752	2	409
hr-aq78b.r11	-	150000000	1	38850944	3	38
hr-aq78b.r12	-	150000000	1	188850944	3	182
hr-aq78b.r13	-	150000000	1	338850944	3	326
hr-aq78b.r14	-	150000000	1	488850944	3	470
hr-aq78b.r15	-	150000000	1	101765504	4	98
hr-aq78b.r16	-	150000000	1	251765504	4	242
hr-aq78b.r17	-	150000000	1	401765504	4	386
hr-aq78b.r18	-	150000000	1	14733696	5	15
hr-aq78b.r19	-	150000000	1	164733696	5	159
hr-aq78b.r20	-	150000000	1	314733696	5	303
hr-aq78b.r21	-	150000000	1	464733696	5	447
hr-aq78b.r22	-	150000000	1	77648256	6	75
hr-aq78b.r23	-	150000000	1	227648256	6	219
hr-aq78b.r24	-	150000000	1	377648256	6	363
hr-aq78b.r25	-	150000000	1	527648256	6	507
hr-aq78b.r26	-	150000000	1	140562816	7	135
hr-aq78b.r27	-	150000000	1	290562816	7	279
hr-aq78b.r28	-	150000000	1	440562816	7	423
hr-aq78b.r29	-	150000000	1	53531008	8	52
hr-aq78b.r30	-	150000000	1	203531008	8	196
hr-aq78b.r31	-	150000000	1	353531008	8	340
hr-aq78b.r32	-	150000000	1	503531008	8	484
hr-aq78b.r33	-	150000000	1	116445568	9	112
hr-aq78b.r34	-	150000000	1	266445568	9	256
hr-aq78b.r35	-	150000000	1	416445568	9	400
hr-aq78b.r36	-	150000000	1	29413760	10	29
hr-aq78b.r37	-	150000000	1	179413760	10	173
hr-aq78b.r38	-	150000000	1	329413760	10	317
hr-aq78b.r39	-	150000000	1	479413760	10	461
hr-aq78b.r40	-	150000000	1	92328320	11	89
hr-aq78b.r41	-	150000000	1	242328320	11	233
hr-aq78b.r42	-	150000000	1	392328320	11	377
hr-aq78b.r43	-	150000000	1	5296512	12	6
hr-aq78b.r44	-	150000000	1	155296512	12	150
hr-aq78b.r45	-	150000000	1	305296512	12	294
hr-aq78b.r46	-	150000000	1	455296512	12	438
hr-aq78b.r47	-	150000000	1	68211072	13	66
hr-aq78b.r48	-	150000000	1	218211072	13	210
hr-aq78b.r49	-	150000000	1	368211072	13	354
hr-aq78b.r50	-	150000000	1	518211072	13	498
hr-aq78b.r51	-	150000000	1	131125632	14	126
hr-aq78b.r52	-	150000000	1	281125632	14	270
hr-aq78b.r53	-	150000000	1	431125632	14	414
hr-aq78b.r54	-	150000000	1	44093824	15	43
hr-aq78b.r55	-	150000000	1	194093824	15	187
hr-aq78b.r56	-	150000000	1	344093824	15	331
hr-aq78b.r57	-	150000000	1	494093824	15	475
hr-aq78b.r58	-	150000000	1	107008384	16	103
hr-aq78b.r59	-	150000000	1	257008384	16	247
hr-aq78b.r60	-	150000000	1	407008384	16	391
hr-aq78b.r61	-	150000000	1	19976576	17	20
hr-aq78b.r62	-	150000000	1	169976576	17	164
hr-aq78b.r63	-	150000000	1	319976576	17	308
hr-aq78b.r64	-	150000000	1	469976576	17	452
hr-aq78b.r65	-	150000000	1	82891136	18	80
hr-aq78b.r66	-	150000000	1	232891136	18	224
hr-aq78b.r67	-	150000000	1	382891136	18	368
hr-aq78b.r68	-	150000000	1	532891136	18	512
hr-aq78b.r69	-	150000000	1	145805696	19	140
hr-aq78b.r70	-	150000000	1	295805696	19	284
hr-aq78b.r71	-	150000000	1	445805696	19	428
hr-aq78b.r72	-	150000000	1	58773888	20	57
hr-aq78b.r73	-	150000000	1	208773888	20	201
hr-aq78b.r74	-	150000000	1	358773888	20	345
hr-aq78b.r75	-	150000000	1	508773888	20	489
hr-aq78b.r76	-	150000000	1	121688448	21	117
hr-aq78b.r77	-	150000000	1	271688448	21	261
hr-aq78b.r78	-	150000000	1	421688448	21	405
hr-aq78b.r79	-	150000000	1	34656640	22	34
hr-aq78b.r80	-	150000000	1	184656640	22	178
hr-aq78b.r81	-	150000000	1	334656640	22	322
hr-aq78b.r82	-	150000000	1	484656640	22	466
hr-aq78b.r83	-	150000000	1	97571200	23	94
hr-aq78b.r84	-	150000000	1	247571200	23	238
hr-aq78b.r85	-	150000000	1	397571200	23	382
hr-aq78b.r86	-	150000000	1	10539392	24	11
hr-aq78b.r87	-	75423143	1	160539392	24	155
hr-aq78b.rar	-	150000000	1	235962535	24	227
hr-aq78b.sfv	-	2047	1	385962535	24	371
Proof	d	0	1	385964582	24	372
Proof/hr-aq78b.jpg	-	3029437	1	385964582	24	372
