v-asscrr.nfo	-	5746	1	0	0	0
v-asscrr.r00	-	250000000	1	5746	0	1
v-asscrr.r01	-	250000000	1	250005746	0	240
v-asscrr.r02	-	250000000	1	500005746	0	479
v-asscrr.r03	-	250000000	1	212251264	1	203
v-asscrr.r04	-	250000000	1	462251264	1	442
v-asscrr.r05	-	250000000	1	174502528	2	167
v-asscrr.r06	-	250000000	1	424502528	2	406
v-asscrr.r07	-	250000000	1	136753792	3	131
v-asscrr.r08	-	250000000	1	386753792	3	370
v-asscrr.r09	-	250000000	1	99005056	4	95
v-asscrr.r10	-	250000000	1	349005056	4	334
v-asscrr.r11	-	250000000	1	61256320	5	59
v-asscrr.r12	-	250000000	1	311256320	5	298
v-asscrr.r13	-	250000000	1	23507584	6	23
v-asscrr.r14	-	250000000	1	273507584	6	262
v-asscrr.r15	-	250000000	1	523507584	6	501
v-asscrr.r16	-	250000000	1	236368512	7	226
v-asscrr.r17	-	250000000	1	486368512	7	465
v-asscrr.r18	-	250000000	1	198619776	8	190
v-asscrr.r19	-	250000000	1	448619776	8	429
v-asscrr.r20	-	250000000	1	160871040	9	154
v-asscrr.r21	-	250000000	1	410871040	9	393
v-asscrr.r22	-	250000000	1	123122304	10	118
v-asscrr.r23	-	250000000	1	373122304	10	357
v-asscrr.r24	-	250000000	1	85373568	11	82
v-asscrr.r25	-	250000000	1	335373568	11	321
v-asscrr.r26	-	250000000	1	47624832	12	46
v-asscrr.r27	-	250000000	1	297624832	12	285
v-asscrr.r28	-	250000000	1	9876096	13	10
v-asscrr.r29	-	250000000	1	259876096	13	249
v-asscrr.r30	-	250000000	1	509876096	13	488
v-asscrr.r31	-	250000000	1	222737024	14	213
v-asscrr.r32	-	250000000	1	472737024	14	452
v-asscrr.r33	-	250000000	1	184988288	15	177
v-asscrr.r34	-	250000000	1	434988288	15	416
v-asscrr.r35	-	250000000	1	147239552	16	141
v-asscrr.r36	-	250000000	1	397239552	16	380
v-asscrr.r37	-	250000000	1	109490816	17	105
v-asscrr.r38	-	250000000	1	359490816	17	344
v-asscrr.r39	-	250000000	1	71742080	18	69
v-asscrr.r40	-	250000000	1	321742080	18	308
v-asscrr.r41	-	250000000	1	33993344	19	33
v-asscrr.r42	-	250000000	1	283993344	19	272
v-asscrr.r43	-	250000000	1	533993344	19	511
v-asscrr.r44	-	250000000	1	246854272	20	236
v-asscrr.r45	-	250000000	1	496854272	20	475
v-asscrr.r46	-	250000000	1	209105536	21	200
v-asscrr.r47	-	250000000	1	459105536	21	439
v-asscrr.r48	-	250000000	1	171356800	22	164
v-asscrr.r49	-	250000000	1	421356800	22	403
v-asscrr.r50	-	250000000	1	133608064	23	128
v-asscrr.r51	-	56565371	1	383608064	23	367
v-asscrr.rar	-	250000000	1	440173435	23	421
v-asscrr.sfv	-	1219	1	152482432	24	146
